,id,parent_id,tweet,topic,classification
382,"1807    524940813089144833
Name: id, dtype: object","1807    524935320786456578
Name: parent_id, dtype: object","1807    @Henderburn @nomedeplume84 ...seriously?! You'...
Name: tweet, dtype: object","1807    ottawashooting
Name: topic, dtype: object",comment
383,"3573    553583385005006850
Name: id, dtype: object","3573    553575232867672064
Name: parent_id, dtype: object","3573    @AP ""JE SUIS CHARLES"" Wonder about the limits ...
Name: tweet, dtype: object","3573    charliehebdo
Name: topic, dtype: object",comment
384,"708    500296225678045184
Name: id, dtype: object","708    500294803402137600
Name: parent_id, dtype: object","708    @NBCNews Easy to know if this is Brown by look...
Name: tweet, dtype: object","708    ferguson
Name: topic, dtype: object",query
385,"2700    544534375577423872
Name: id, dtype: object","2700    544291804057960448
Name: parent_id, dtype: object","2700    @TheAnonMessage HMMM ! CAUTION ! COULD BE A #F...
Name: tweet, dtype: object","2700    sydneysiege
Name: topic, dtype: object",comment
386,"3725    553589974369845248
Name: id, dtype: object","3725    553586897168392192
Name: parent_id, dtype: object","3725    @France24_en @SkidWillie Great News!!! Take no...
Name: tweet, dtype: object","3725    charliehebdo
Name: topic, dtype: object",comment
387,"4487    552806009157464064
Name: id, dtype: object","4487    552805557896482816
Name: parent_id, dtype: object","4487    I feel provoked, luckily i believe in Liberty,...
Name: tweet, dtype: object","4487    charliehebdo
Name: topic, dtype: object",comment
388,"3563    553589677433712640
Name: id, dtype: object","3563    553587303172833280
Name: parent_id, dtype: object","3563    “@cnnbrk: Police taking people out of #Paris g...
Name: tweet, dtype: object","3563    charliehebdo
Name: topic, dtype: object",support
389,"615    500283406962663424
Name: id, dtype: object","615    500281131057811456
Name: parent_id, dtype: object","615    @TheAnonMessage2 didn't the manager of the sto...
Name: tweet, dtype: object","615    ferguson
Name: topic, dtype: object",query
390,"4410    552811152456318976
Name: id, dtype: object","4410    552810655657787392
Name: parent_id, dtype: object","4410    @russianinusofa @Colvinius @LePoint as evidenc...
Name: tweet, dtype: object","4410    charliehebdo
Name: topic, dtype: object",comment
391,"4308    552813011338285056
Name: id, dtype: object","4308    552811386259386370
Name: parent_id, dtype: object","4308    “@WSJ: At least 12 dead in the Paris shooting....
Name: tweet, dtype: object","4308    charliehebdo
Name: topic, dtype: object",support
392,"479    500324120689930241
Name: id, dtype: object","479    500323822730747904
Name: parent_id, dtype: object","479    @DostoevskyShade call him a big ass kid then. ...
Name: tweet, dtype: object","479    ferguson
Name: topic, dtype: object",comment
393,"3621    553553247953514496
Name: id, dtype: object","3621    553552036915335169
Name: parent_id, dtype: object","3621    @intelwire @ShirazMaher @JeromePio Yes lots of...
Name: tweet, dtype: object","3621    charliehebdo
Name: topic, dtype: object",query
394,"4434    552805269441622017
Name: id, dtype: object","4434    552793675697094657
Name: parent_id, dtype: object","4434    @herself311 @FRANCE24  France is a very beauti...
Name: tweet, dtype: object","4434    charliehebdo
Name: topic, dtype: object",comment
395,"584    500299056934289408
Name: id, dtype: object","584    500284699546517505
Name: parent_id, dtype: object","584    @zellieimani @YourAnonCentral Because it shows...
Name: tweet, dtype: object","584    ferguson
Name: topic, dtype: object",support
396,"1608    524937953148403713
Name: id, dtype: object","1608    524937651229822976
Name: parent_id, dtype: object","1608    @Ahmed__Hussain_ @ummsalama15_ To be a journal...
Name: tweet, dtype: object","1608    ottawashooting
Name: topic, dtype: object",comment
397,"1275    524992704673890304
Name: id, dtype: object","1275    524990163446140928
Name: parent_id, dtype: object","1275    RT @CTVNews Police have clarified that there w...
Name: tweet, dtype: object","1275    ottawashooting
Name: topic, dtype: object",deny
398,"2601    544482722295844864
Name: id, dtype: object","2601    544306402731507712
Name: parent_id, dtype: object","2601    @CBCAlerts  because they gives us idea to crea...
Name: tweet, dtype: object","2601    sydneysiege
Name: topic, dtype: object",comment
399,"865    499530130487017472
Name: id, dtype: object","865    None
Name: parent_id, dtype: object","865    A woman in #Ferguson was shot in head last nig...
Name: tweet, dtype: object","865    ferguson
Name: topic, dtype: object",support
400,"277    500347833774374912
Name: id, dtype: object","277    500347114975944705
Name: parent_id, dtype: object","277    @CNNVideo where is the robbery? All I see is a...
Name: tweet, dtype: object","277    ferguson
Name: topic, dtype: object",deny
401,"601    500291568361041920
Name: id, dtype: object","601    500290872479449089
Name: parent_id, dtype: object","601    @Nola_Darling84 @BobbyHundreds22 Bryan Willman
Name: tweet, dtype: object","601    ferguson
Name: topic, dtype: object",comment
402,"2338    544331336266579969
Name: id, dtype: object","2338    544329935943237632
Name: parent_id, dtype: object","2338    @Uber_Sydney what does this mean?
Name: tweet, dtype: object","2338    sydneysiege
Name: topic, dtype: object",query
403,"46    500393320032370688
Name: id, dtype: object","46    500391222075076610
Name: parent_id, dtype: object","46    @andybankertv @FOX2now   Is that the video also?
Name: tweet, dtype: object","46    ferguson
Name: topic, dtype: object",query
404,"793    500285916494061568
Name: id, dtype: object","793    500280838710247424
Name: parent_id, dtype: object","793    @DIANAZOGA @AntonioFrench  Even IF he did IF; ...
Name: tweet, dtype: object","793    ferguson
Name: topic, dtype: object",comment
405,"4374    552812627378724864
Name: id, dtype: object","4374    552810448324943872
Name: parent_id, dtype: object","4374    @RT_com Must be a very weak god, that Mohammad...
Name: tweet, dtype: object","4374    charliehebdo
Name: topic, dtype: object",comment
406,"1744    524946118774620161
Name: id, dtype: object","1744    524926235030589440
Name: parent_id, dtype: object","1744    @PzFeed sickening
Name: tweet, dtype: object","1744    ottawashooting
Name: topic, dtype: object",comment
407,"2693    544290348525449216
Name: id, dtype: object","2693    544288681021145090
Name: parent_id, dtype: object","2693    “@Independent: Up to 20 held hostage in Sydney...
Name: tweet, dtype: object","2693    sydneysiege
Name: topic, dtype: object",support
408,"4036    553498348674875393
Name: id, dtype: object","4036    553188394113986561
Name: parent_id, dtype: object","4036    @amuse @juliamacfarlane @dangillmor These men ...
Name: tweet, dtype: object","4036    charliehebdo
Name: topic, dtype: object",comment
409,"1896    544518122339049472
Name: id, dtype: object","1896    544517264054423552
Name: parent_id, dtype: object","1896    @9NewsSyd THANKS GOD
Name: tweet, dtype: object","1896    sydneysiege
Name: topic, dtype: object",comment
410,"1390    524975860185825281
Name: id, dtype: object","1390    524975705206304769
Name: parent_id, dtype: object","1390    @CBCAlerts FACK!!!!
Name: tweet, dtype: object","1390    ottawashooting
Name: topic, dtype: object",comment
411,"981    500325414917505024
Name: id, dtype: object","981    500279160795721728
Name: parent_id, dtype: object","981    @DanteB4u | We need to see/review the statemen...
Name: tweet, dtype: object","981    ferguson
Name: topic, dtype: object",comment
412,"4067    553211195881426944
Name: id, dtype: object","4067    553197863971610624
Name: parent_id, dtype: object","4067    @Independent Sad. Islam is such a good religio...
Name: tweet, dtype: object","4067    charliehebdo
Name: topic, dtype: object",comment
413,"2367    544342839111327744
Name: id, dtype: object","2367    544341043764686849
Name: parent_id, dtype: object","2367    @Mr_Odin @Uber_Sydney That is the point, dummy...
Name: tweet, dtype: object","2367    sydneysiege
Name: topic, dtype: object",comment
414,"2847    544295967638302720
Name: id, dtype: object","2847    544275715185995776
Name: parent_id, dtype: object","2847    @XxPLWxX @BBCWorld cos it's not
Name: tweet, dtype: object","2847    sydneysiege
Name: topic, dtype: object",query
415,"1641    524932468437053440
Name: id, dtype: object","1641    524931324763992064
Name: parent_id, dtype: object","1641    @_MarkSutcliffe are you inside PH? can we talk...
Name: tweet, dtype: object","1641    ottawashooting
Name: topic, dtype: object",query
416,"1465    524971862682767360
Name: id, dtype: object","1465    524971261005660160
Name: parent_id, dtype: object","1465    @cdnmickeyfan @CBCAlerts Fear has always been ...
Name: tweet, dtype: object","1465    ottawashooting
Name: topic, dtype: object",comment
417,"1635    524937639989092352
Name: id, dtype: object","1635    524936872666353664
Name: parent_id, dtype: object","1635    @CBCAlerts @Crackmacs Dear People I see on the...
Name: tweet, dtype: object","1635    ottawashooting
Name: topic, dtype: object",comment
418,"2362    544331338317565953
Name: id, dtype: object","2362    544329935943237632
Name: parent_id, dtype: object","2362    that's better RT @Uber_Sydney: Uber Sydney tri...
Name: tweet, dtype: object","2362    sydneysiege
Name: topic, dtype: object",comment
419,"809    500284767196430337
Name: id, dtype: object","809    500280838710247424
Name: parent_id, dtype: object","809    @DIANAZOGA This would be more believable if th...
Name: tweet, dtype: object","809    ferguson
Name: topic, dtype: object",deny
420,"1427    525015279387299840
Name: id, dtype: object","1427    524965775036387329
Name: parent_id, dtype: object","1427    @LindaFrum @affanchowdhry.. \nThis was an atta...
Name: tweet, dtype: object","1427    ottawashooting
Name: topic, dtype: object",comment
421,"4191    552852018864218112
Name: id, dtype: object","4191    552848620375261184
Name: parent_id, dtype: object","4191    @Slate \nAlluh akbar , why did they make a fun...
Name: tweet, dtype: object","4191    charliehebdo
Name: topic, dtype: object",comment
422,"3830    553541692243316737
Name: id, dtype: object","3830    553535829017370625
Name: parent_id, dtype: object","3830    @FRANCE24 @HarrietBaldwin It's time 4 West 2 m...
Name: tweet, dtype: object","3830    charliehebdo
Name: topic, dtype: object",comment
423,"30    500429697587871745
Name: id, dtype: object","30    500391222075076610
Name: parent_id, dtype: object","30    @PJ4MJJ  ""@andybankertv Store owner told @FOX2...
Name: tweet, dtype: object","30    ferguson
Name: topic, dtype: object",comment
424,"4154    552860931026604032
Name: id, dtype: object","4154    552840744210161664
Name: parent_id, dtype: object","4154    @GargiRawat the ease with these weapons are br...
Name: tweet, dtype: object","4154    charliehebdo
Name: topic, dtype: object",comment
425,"1145    525060851661668352
Name: id, dtype: object","1145    525056576038518785
Name: parent_id, dtype: object","1145    @Telegraph Prayers for his family 😢
Name: tweet, dtype: object","1145    ottawashooting
Name: topic, dtype: object",comment
426,"2527    544315537778413568
Name: id, dtype: object","2527    544315302901608448
Name: parent_id, dtype: object","2527    @thiscassgirl surge pricing is automatic based...
Name: tweet, dtype: object","2527    sydneysiege
Name: topic, dtype: object",comment
427,"3368    521368022880378882
Name: id, dtype: object","3368    521367905062379521
Name: parent_id, dtype: object","3368    @LobittaT @FootballcomEN my family are not afr...
Name: tweet, dtype: object","3368    ebola-essien
Name: topic, dtype: object",comment
428,"1167    525030173914431488
Name: id, dtype: object","1167    525028734991343617
Name: parent_id, dtype: object","1167    @CP24 USA come before canadian media
Name: tweet, dtype: object","1167    ottawashooting
Name: topic, dtype: object",comment
429,"2244    544311985999867905
Name: id, dtype: object","2244    544311680893583360
Name: parent_id, dtype: object","2244    @DAJSamarasinghe @RT_com CEO said only 10 empl...
Name: tweet, dtype: object","2244    sydneysiege
Name: topic, dtype: object",comment
430,"3495    553593015416008704
Name: id, dtype: object","3495    553588178687655936
Name: parent_id, dtype: object","3495    @HuffingtonPost Some good news!
Name: tweet, dtype: object","3495    charliehebdo
Name: topic, dtype: object",support
431,"1109    525026196451782656
Name: id, dtype: object","1109    525025463648137216
Name: parent_id, dtype: object","1109    @CP24 So sad. Too close to home. He's in God's...
Name: tweet, dtype: object","1109    ottawashooting
Name: topic, dtype: object",comment
432,"4178    552984502063337472
Name: id, dtype: object","4178    None
Name: parent_id, dtype: object","4178    #UPDATE Three men including two brothers ident...
Name: tweet, dtype: object","4178    charliehebdo
Name: topic, dtype: object",deny
433,"2221    544391326712610817
Name: id, dtype: object","2221    544391176137089024
Name: parent_id, dtype: object","2221    @cnni Raytheon has made various #RF #weapons f...
Name: tweet, dtype: object","2221    sydneysiege
Name: topic, dtype: object",comment
434,"2660    544311486118887425
Name: id, dtype: object","2660    544306719686656000
Name: parent_id, dtype: object","2660    @WilliamsJon What ?? Sorry I missed this !! #
Name: tweet, dtype: object","2660    sydneysiege
Name: topic, dtype: object",comment
435,"699    500290674957504513
Name: id, dtype: object","699    500290573182730240
Name: parent_id, dtype: object","699    @EricsSauces @TheAnonMessage2 it's not him lma...
Name: tweet, dtype: object","699    ferguson
Name: topic, dtype: object",comment
436,"1837    524926050351185920
Name: id, dtype: object","1837    524925487941160960
Name: parent_id, dtype: object","1837    @ashleyjmorton @CBCAlerts Right, there is no o...
Name: tweet, dtype: object","1837    ottawashooting
Name: topic, dtype: object",deny
437,"4134    553008784692756480
Name: id, dtype: object","4134    553008434627362816
Name: parent_id, dtype: object","4134    @tonyjdell @Mama4Obama1 @JeffersonObama I'm no...
Name: tweet, dtype: object","4134    charliehebdo
Name: topic, dtype: object",comment
438,"590    500286352605577218
Name: id, dtype: object","590    500284699546517505
Name: parent_id, dtype: object","590    @zellieimani That's what you got from those lo...
Name: tweet, dtype: object","590    ferguson
Name: topic, dtype: object",comment
439,"2905    544277353900154880
Name: id, dtype: object","2905    544277117039837184
Name: parent_id, dtype: object","2905    @SkyNewsAust Support a #mediablackout to avoid...
Name: tweet, dtype: object","2905    sydneysiege
Name: topic, dtype: object",comment
440,"2771    544294036463710209
Name: id, dtype: object","2771    544283772569788416
Name: parent_id, dtype: object","2771    “@SkyNews: Live Updates: Siege in Sydney Cafe ...
Name: tweet, dtype: object","2771    sydneysiege
Name: topic, dtype: object",comment
441,"1998    544408627512360961
Name: id, dtype: object","1998    544401782676680704
Name: parent_id, dtype: object","1998    @BBCBreaking  why tell the whole world you mor...
Name: tweet, dtype: object","1998    sydneysiege
Name: topic, dtype: object",query
442,"2056    544480133466574848
Name: id, dtype: object","2056    544476808566276097
Name: parent_id, dtype: object","2056    @SkyNews @niccijsmith It is right thing.Burkha...
Name: tweet, dtype: object","2056    sydneysiege
Name: topic, dtype: object",comment
443,"1962    544527922837479425
Name: id, dtype: object","1962    544515538383564801
Name: parent_id, dtype: object","1962    @Joyce_Karam @LibyaLiberty Lots of fancy words...
Name: tweet, dtype: object","1962    sydneysiege
Name: topic, dtype: object",support
444,"1772    524932019248463872
Name: id, dtype: object","1772    524925050739490816
Name: parent_id, dtype: object","1772    @CBCNews @michellemalkin 2nd ISIS attack in Ca...
Name: tweet, dtype: object","1772    ottawashooting
Name: topic, dtype: object",comment
445,"3812    553520342111494145
Name: id, dtype: object","3812    553518472798683136
Name: parent_id, dtype: object","3812    “@AP: MORE: Official: French terror suspects w...
Name: tweet, dtype: object","3812    charliehebdo
Name: topic, dtype: object",support
446,"3775    553549946738446336
Name: id, dtype: object","3775    553549440263675904
Name: parent_id, dtype: object","3775    @PD28 @BklynMiddleton Hashtag #kosher shows lo...
Name: tweet, dtype: object","3775    charliehebdo
Name: topic, dtype: object",query
447,"64    500404284219879424
Name: id, dtype: object","64    500394061887709184
Name: parent_id, dtype: object","64    @jelani9 SAY IT AGAIN!!!! oh nevermind, I can ...
Name: tweet, dtype: object","64    ferguson
Name: topic, dtype: object",support
448,"2920    544282348049956864
Name: id, dtype: object","2920    544281431917076480
Name: parent_id, dtype: object","2920    @BlueTieBloke ""phobia"" =""irrational fear "". Th...
Name: tweet, dtype: object","2920    sydneysiege
Name: topic, dtype: object",comment
449,"1638    524932994553769984
Name: id, dtype: object","1638    524932714940862464
Name: parent_id, dtype: object","1638    @_MarkSutcliffe thanks Mark, Are you in Ottawa...
Name: tweet, dtype: object","1638    ottawashooting
Name: topic, dtype: object",query
450,"138    500344330046152705
Name: id, dtype: object","138    500341884678836224
Name: parent_id, dtype: object","138    @TheDailyEdge That's only in countries that ne...
Name: tweet, dtype: object","138    ferguson
Name: topic, dtype: object",comment
451,"1359    524973904969093120
Name: id, dtype: object","1359    524972964052103169
Name: parent_id, dtype: object","1359    @mythos_man @CBCAlerts @CBCNews @JustinTrudeau...
Name: tweet, dtype: object","1359    ottawashooting
Name: topic, dtype: object",comment
452,"1991    544407042111205377
Name: id, dtype: object","1991    544403899679899648
Name: parent_id, dtype: object","1991    @bizzyunderscore @BBCBreaking Matt you clearly...
Name: tweet, dtype: object","1991    sydneysiege
Name: topic, dtype: object",comment
453,"4043    553473556345290752
Name: id, dtype: object","4043    553470492565602305
Name: parent_id, dtype: object","4043    @TelegraphNews @kufr666 got feed in English or...
Name: tweet, dtype: object","4043    charliehebdo
Name: topic, dtype: object",query
454,"2919    544277505293561858
Name: id, dtype: object","2919    544277117039837184
Name: parent_id, dtype: object","2919    @SkyNewsAust @liztilley84 good to see somebody...
Name: tweet, dtype: object","2919    sydneysiege
Name: topic, dtype: object",support
455,"1570    524959514995724288
Name: id, dtype: object","1570    524947674164760577
Name: parent_id, dtype: object","1570    @DaveBeninger @doctorfullerton no report he ha...
Name: tweet, dtype: object","1570    ottawashooting
Name: topic, dtype: object",deny
456,"4391    553225926436089856
Name: id, dtype: object","4391    553224135334051840
Name: parent_id, dtype: object","4391    @hanibathish @Colvinius @MartinRJay Oh well, a...
Name: tweet, dtype: object","4391    charliehebdo
Name: topic, dtype: object",deny
457,"1386    524971630678642688
Name: id, dtype: object","1386    524969201102901248
Name: parent_id, dtype: object","1386    @CP24 Thanks Sergeant!
Name: tweet, dtype: object","1386    ottawashooting
Name: topic, dtype: object",comment
458,"647    500297053990158336
Name: id, dtype: object","647    500294827351621632
Name: parent_id, dtype: object","647    @species8472xgn @mashable i'd be a bad witness
Name: tweet, dtype: object","647    ferguson
Name: topic, dtype: object",comment
459,"2360    544336079877595136
Name: id, dtype: object","2360    544331106581897216
Name: parent_id, dtype: object","2360    @el1nor @Uber_Sydney Uber is.
Name: tweet, dtype: object","2360    sydneysiege
Name: topic, dtype: object",support
460,"2046    544510576148238336
Name: id, dtype: object","2046    544510279694823424
Name: parent_id, dtype: object","2046    If you work with this twat, kick him in the ba...
Name: tweet, dtype: object","2046    sydneysiege
Name: topic, dtype: object",comment
461,"3429    576611747982897152
Name: id, dtype: object","3429    576513463738109954
Name: parent_id, dtype: object","3429    @MailOnline Lol coup? That's when you know you...
Name: tweet, dtype: object","3429    putinmissing
Name: topic, dtype: object",support
462,"280    500360127522693120
Name: id, dtype: object","280    500359435911716864
Name: parent_id, dtype: object","280    @BrwnSkinGirly the cop didnt know he was un ar...
Name: tweet, dtype: object","280    ferguson
Name: topic, dtype: object",support
463,"4440    552793899522355200
Name: id, dtype: object","4440    552792802309181440
Name: parent_id, dtype: object","4440    @AFPphoto I strongly condemn this terrorist at...
Name: tweet, dtype: object","4440    charliehebdo
Name: topic, dtype: object",comment
464,"2769    544286591515373569
Name: id, dtype: object","2769    544283772569788416
Name: parent_id, dtype: object","2769    @SkyNews bollox!
Name: tweet, dtype: object","2769    sydneysiege
Name: topic, dtype: object",deny
465,"835    498453364045529088
Name: id, dtype: object","835    498430783699554305
Name: parent_id, dtype: object","835    @MichaelSkolnik @AC_BOwen #Cleveland @CivilRig...
Name: tweet, dtype: object","835    ferguson
Name: topic, dtype: object",comment
466,"2598    544301597170233344
Name: id, dtype: object","2598    544297696308518912
Name: parent_id, dtype: object","2598    @FoxNews why is this not breaking news!!!!! Co...
Name: tweet, dtype: object","2598    sydneysiege
Name: topic, dtype: object",comment
467,"2304    544320586689048576
Name: id, dtype: object","2304    544319832486064128
Name: parent_id, dtype: object","2304    @AP He's a moron, Islamic terrorism, stop puss...
Name: tweet, dtype: object","2304    sydneysiege
Name: topic, dtype: object",support
468,"4265    552807834078171136
Name: id, dtype: object","4265    552805987053490179
Name: parent_id, dtype: object","4265    @HomefrontHugs @cnnbrk In France all Jewish of...
Name: tweet, dtype: object","4265    charliehebdo
Name: topic, dtype: object",comment
469,"2311    544320809276571650
Name: id, dtype: object","2311    544319832486064128
Name: parent_id, dtype: object","2311    @AP Australian Govt language specialists defin...
Name: tweet, dtype: object","2311    sydneysiege
Name: topic, dtype: object",support
470,"3630    553549946725875712
Name: id, dtype: object","3630    553549686129561600
Name: parent_id, dtype: object","3630    @RT_com Well done. This kind of information is...
Name: tweet, dtype: object","3630    charliehebdo
Name: topic, dtype: object",support
471,"4070    553203804628598784
Name: id, dtype: object","4070    553197863971610624
Name: parent_id, dtype: object","4070    @independent Islam never Support Terrorist
Name: tweet, dtype: object","4070    charliehebdo
Name: topic, dtype: object",comment
472,"114    500413818368184321
Name: id, dtype: object","114    None
Name: parent_id, dtype: object","114    Remarkably, despite the military-style police ...
Name: tweet, dtype: object","114    ferguson
Name: topic, dtype: object",support
473,"3901    553503274176110592
Name: id, dtype: object","3901    553501357156876290
Name: parent_id, dtype: object","3901    @BBCBreaking stop saying this every 2 minutes ...
Name: tweet, dtype: object","3901    charliehebdo
Name: topic, dtype: object",comment
474,"1773    524925775678816256
Name: id, dtype: object","1773    524925050739490816
Name: parent_id, dtype: object","1773    Lord, have mercy. Protect those who protect us...
Name: tweet, dtype: object","1773    ottawashooting
Name: topic, dtype: object",comment
475,"2723    544301354034794496
Name: id, dtype: object","2723    544287209730236416
Name: parent_id, dtype: object","2723    “@BuzzFeedOz: Sydney Opera House evacuated, co...
Name: tweet, dtype: object","2723    sydneysiege
Name: topic, dtype: object",support
476,"3592    553577813056716800
Name: id, dtype: object","3592    553576010898497536
Name: parent_id, dtype: object","3592    “@WSJ: Breaking: Gunman at Paris store threate...
Name: tweet, dtype: object","3592    charliehebdo
Name: topic, dtype: object",deny
477,"4503    552792055122886656
Name: id, dtype: object","4503    552791196247269378
Name: parent_id, dtype: object","4503    @cnni 11 killed
Name: tweet, dtype: object","4503    charliehebdo
Name: topic, dtype: object",deny
478,"2289    544324801188605952
Name: id, dtype: object","2289    544324444773433348
Name: parent_id, dtype: object","2289    @mashable scum
Name: tweet, dtype: object","2289    sydneysiege
Name: topic, dtype: object",support
479,"3538    553591360327282689
Name: id, dtype: object","3538    553590459688570880
Name: parent_id, dtype: object","3538    “@AFPphoto: Several hostages freed at Jewish s...
Name: tweet, dtype: object","3538    charliehebdo
Name: topic, dtype: object",support
480,"4185    552874999522934784
Name: id, dtype: object","4185    552848620375261184
Name: parent_id, dtype: object","4185    .@Slate @whpresscorps ...witnesses may have bu...
Name: tweet, dtype: object","4185    charliehebdo
Name: topic, dtype: object",comment
481,"500    500338745359753216
Name: id, dtype: object","500    500327106824245249
Name: parent_id, dtype: object","500    @AngryBlackLady that was their intent all alon...
Name: tweet, dtype: object","500    ferguson
Name: topic, dtype: object",comment
482,"3778    553538058440941568
Name: id, dtype: object","3778    None
Name: parent_id, dtype: object","3778    MORE: France: Shooting, hostage-taking at kosh...
Name: tweet, dtype: object","3778    charliehebdo
Name: topic, dtype: object",support
483,"3748    553550518531141632
Name: id, dtype: object","3748    553544252563935234
Name: parent_id, dtype: object","3748    @FoxNews Cowards!!!
Name: tweet, dtype: object","3748    charliehebdo
Name: topic, dtype: object",deny
484,"1156    525057571321688064
Name: id, dtype: object","1156    525056576038518785
Name: parent_id, dtype: object","1156    @Telegraph @molodyko It is sad to see this new...
Name: tweet, dtype: object","1156    ottawashooting
Name: topic, dtype: object",support
485,"3583    553559389102026752
Name: id, dtype: object","3583    553559105387118592
Name: parent_id, dtype: object","3583    @talziv @Channel2News
Name: tweet, dtype: object","3583    charliehebdo
Name: topic, dtype: object",comment
486,"1342    524970424246226945
Name: id, dtype: object","1342    524970031856488448
Name: parent_id, dtype: object","1342    @rikermacdaniels @CBCAlerts @CBCNews @JustinTr...
Name: tweet, dtype: object","1342    ottawashooting
Name: topic, dtype: object",comment
487,"84    500391055259598849
Name: id, dtype: object","84    500390764518854656
Name: parent_id, dtype: object","84    @RobKCorbettEsq @LisaBloom And it is down righ...
Name: tweet, dtype: object","84    ferguson
Name: topic, dtype: object",comment
488,"471    500323822730747904
Name: id, dtype: object","471    500323593805660160
Name: parent_id, dtype: object","471    @AkaDimiX @140elect It's abt being fearful som...
Name: tweet, dtype: object","471    ferguson
Name: topic, dtype: object",comment
489,"491    500397966071693312
Name: id, dtype: object","491    500299435793219584
Name: parent_id, dtype: object","491    @HIRED__GUN @140elect all the reactionaries le...
Name: tweet, dtype: object","491    ferguson
Name: topic, dtype: object",comment
490,"560    500312045334851585
Name: id, dtype: object","560    500309556921384960
Name: parent_id, dtype: object","560    @hydroflame @YourAnonLive well put. There are ...
Name: tweet, dtype: object","560    ferguson
Name: topic, dtype: object",comment
491,"1481    524949443607412737
Name: id, dtype: object","1481    None
Name: parent_id, dtype: object","1481    Ottawa Police report a third shooting at Ridea...
Name: tweet, dtype: object","1481    ottawashooting
Name: topic, dtype: object",support
492,"648    500301215461548032
Name: id, dtype: object","648    500286058664579072
Name: parent_id, dtype: object","648    @mashable  if there was a black person in an a...
Name: tweet, dtype: object","648    ferguson
Name: topic, dtype: object",comment
493,"1207    525020749019770881
Name: id, dtype: object","1207    525020363357683712
Name: parent_id, dtype: object","1207    @matthewmreed The glare is right over the trig...
Name: tweet, dtype: object","1207    ottawashooting
Name: topic, dtype: object",comment
494,"3598    553576559085240320
Name: id, dtype: object","3598    553576010898497536
Name: parent_id, dtype: object","3598    @WSJ \n#StopKillingInnocentPeople\n#FreePalest...
Name: tweet, dtype: object","3598    charliehebdo
Name: topic, dtype: object",support
495,"1100    525038702607994880
Name: id, dtype: object","1100    525032872647065600
Name: parent_id, dtype: object","1100    @20committee @AresXtra They must put high risk...
Name: tweet, dtype: object","1100    ottawashooting
Name: topic, dtype: object",comment
496,"2343    544331153994297344
Name: id, dtype: object","2343    544330807964217345
Name: parent_id, dtype: object","2343    @universe93 @Uber_Sydney calm down its one cafe.
Name: tweet, dtype: object","2343    sydneysiege
Name: topic, dtype: object",comment
497,"3730    553540761632120832
Name: id, dtype: object","3730    553540518853242880
Name: parent_id, dtype: object","3730    @Y_I_S_C no they want to be martyrs they want ...
Name: tweet, dtype: object","3730    charliehebdo
Name: topic, dtype: object",comment
498,"570    500316896299061248
Name: id, dtype: object","570    500308076004929537
Name: parent_id, dtype: object","570    @YourAnonLive @OpFerguson No but it def soften...
Name: tweet, dtype: object","570    ferguson
Name: topic, dtype: object",query
499,"3932    553513937246097408
Name: id, dtype: object","3932    553505242554175489
Name: parent_id, dtype: object","3932    @cnni Good. Some assistance please Messieurs L...
Name: tweet, dtype: object","3932    charliehebdo
Name: topic, dtype: object",comment
500,"827    499373428592611328
Name: id, dtype: object","827    499366666300846081
Name: parent_id, dtype: object","827    @AnonymousPress cop shoots unarmed black man, ...
Name: tweet, dtype: object","827    ferguson
Name: topic, dtype: object",comment
501,"1555    524964193813155841
Name: id, dtype: object","1555    524962626615664640
Name: parent_id, dtype: object","1555    @DaPro63  https://t.co/5I32TfCGta @DaveBeninger
Name: tweet, dtype: object","1555    ottawashooting
Name: topic, dtype: object",comment
502,"4319    552813563283509248
Name: id, dtype: object","4319    552811386259386370
Name: parent_id, dtype: object","4319    @WSJ @HeyTammyBruce The Liberal leftist should...
Name: tweet, dtype: object","4319    charliehebdo
Name: topic, dtype: object",deny
503,"1217    525405160282288130
Name: id, dtype: object","1217    525404874796961794
Name: parent_id, dtype: object","1217    @codywohlers @emerhughes4 Try reading my timel...
Name: tweet, dtype: object","1217    ottawashooting
Name: topic, dtype: object",comment
504,"4109    552833028201144320
Name: id, dtype: object","4109    None
Name: parent_id, dtype: object","4109    URGENT: 3 gunmen involved in deadly attack on ...
Name: tweet, dtype: object","4109    charliehebdo
Name: topic, dtype: object",support
505,"2592    544298252078559232
Name: id, dtype: object","2592    544297696308518912
Name: parent_id, dtype: object","2592    @FoxNews child it was so cold in san fran when...
Name: tweet, dtype: object","2592    sydneysiege
Name: topic, dtype: object",comment
506,"2215    544391456140836864
Name: id, dtype: object","2215    544391176137089024
Name: parent_id, dtype: object","2215    @cnni Stick that ISIS flag up his ass.
Name: tweet, dtype: object","2215    sydneysiege
Name: topic, dtype: object",comment
507,"2548    544292691928838144
Name: id, dtype: object","2548    544291965513134080
Name: parent_id, dtype: object","2548    .@SharriMarkson Your stupidity is beyond belie...
Name: tweet, dtype: object","2548    sydneysiege
Name: topic, dtype: object",comment
508,"3783    553538493738405888
Name: id, dtype: object","3783    553538058440941568
Name: parent_id, dtype: object","3783    @AP Locate more photo here! http://t.co/Xh5bm7...
Name: tweet, dtype: object","3783    charliehebdo
Name: topic, dtype: object",comment
