,id,parent_id,parent_tweet,tweet,topic,classification
218,524961635136704512,524951486338715648,They have - however - confirmed  separate shootings. So there's that.,they hadn't at the time I posted. Ever changing news for sure. Scary times,ottawashooting,comment
219,553462961365581824,553461741917863936,Rural region of northern France searched in hunt for CharlieHebdo gunmen - latest updates,"superb! raping an unsuspecting child with a message it can't make a choice about is always a superb photo op. thanks, BBC",charliehebdo,comment
220,500473967509909504,499366666300846081,Line of police cars with high beams on greets anyone trying to enter Ferguson. It's shut down. No media allowed.,what the fuck,ferguson,deny
221,544518602469441537,544514570367168512,SydneySiege: Latest video of hostages escaping.,"This is a great training video! These people comply with police as seen with their HANDS UP! Ironically, none of them were shot.",sydneysiege,comment
222,521376439099465728,521360486387175424,AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times],“FutbolLife: AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. Fuck off,ebola-essien,comment
223,500280663065772032,500279189405433858,"That was very ""SLICK"" of the Police Chief to create a narrative that MikeBrown was a ""suspect"" in a robbery! Ferguson",Chief should go to Hollywood &amp; write suspense thrillers! Ferguson MikeBrown,ferguson,comment
224,500292755885531138,500292158344417280,"Agreed, Dante!",".MsRockEver - The Barney Fife fear is real in Ferguson, total excessive force is common practice. This was a murder!",ferguson,comment
225,500939702565105664,500938515367342080,Dorian's lawyer said in CNN interview Dorian had admitted it as he give his witness statement,Dorian admitted from day .Now rumor has it that store never called  who called?  tape?,ferguson,comment
226,553580075082203136,553579224402235393,"Hostage-taker at Paris store demands release of KouachiBrothers, police union spokesman says.",hope France has sharpshooters,charliehebdo,comment
227,553301531340972032,553164985460068352,The CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station,I hope they catch these cowards alive so they can face justice.,charliehebdo,comment
228,552811900686176257,552811106046324736,"What I mean is that they know Muslims take no jokes when it's related to their religion, book or prophet. Why do it?",Because *not* to do it for any religion creates a class of people who can't be criticised.,charliehebdo,comment
229,500320646396518400,500303431928922113,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists Ferguson",except molotov cocktails. Molotov cocktails justify snipers...,ferguson,comment
230,552806767625641984,552806309540528128,“LePoint: CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.”,RIP satire “Colvinius: “LePoint: CharlieHebdo : “The cartoonists Charb &amp; Cabu are dead.”,charliehebdo,support
231,544331906469203968,544331611081162753,is public transport free?,"nope. I respect them for making the rides free, I can also see how they wanted to get more drivers in",sydneysiege,comment
232,524930767810756608,524929497205055488,Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least  injured -,get well soon,ottawashooting,comment
233,544299543899435008,544297696308518912,"UPDATE:  people being held hostage in Sydney shop, Opera House evacuated after suspicious package found: reports","If this is being done by a terrorist group with ties to another foreign nation, that foreign nation needs to be blown up.",sydneysiege,comment
234,544310038613852160,544305540286148609,A man believed to be the gunman filmed wearing a black headband inside the cafe,"the BBC translated the Arabic letters on the headband and it says..""I CAN""T BREATHE!""...lol",sydneysiege,comment
235,544354334348029952,544331790253428738,"Yeah I think so. They're getting $+, riders aren't wearing diff. Good gesture. Poor message transmission","Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup riders.",sydneysiege,comment
236,500386880635301889,500378522788315137,Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery.,"Hi, like, please)",ferguson,comment
237,500285798089252865,500285261813940224, times out !,that's problematic.,ferguson,comment
238,544279970483159040,544268732046913536,BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,“SkyNewsAust: BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.”,sydneysiege,comment
239,544294284015329280,544293930087366657,She is SOOOOO Stupid that she is completely incapable of realising it.,"I'm not watching it, but it sounds as if it is being treated as sport.",sydneysiege,deny
240,544282441091788801,544282227035869184,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag",flag remains unidentified.,sydneysiege,deny
241,544352643242409984,544339277749182464,".harrytuckerr No, you refused to pay for them to be at the phones. Enjoy your walk.","Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup rides",sydneysiege,comment
242,553503184174710784,None,,CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media,charliehebdo,support
243,544272759657078785,544269749405097984,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place,RT Live coverage of hostage situation unfolding in Sydney's Martin Place,sydneysiege,comment
244,500386770857758721,500378522788315137,Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery.,“WSJ: Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect. ridic,ferguson,comment
245,553552734935601152,553552662088937472,On the face of it that's unusual because Islamic terrorists are usually suicidal. So I suspect it's a deliberately /,"/ impossible demand to ""justify"" a massacre when it's refused.",charliehebdo,comment
246,544302363960684544,544301453717041152,BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. News,Track em down and feed em anally like we do over here in the good ol US of A.,sydneysiege,comment
247,553543369604210689,None,,An -month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad.,charliehebdo,support
248,552816942193467396,552816726144864258,yes because islam is true religion. They don't take Bullshit from fools like Charlie Have died.,"lol the true all-embracing, multicultural attitude of ""moderate"" Islam comes out",charliehebdo,comment
249,499460810704302080,499456140044824576,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about  a.m. Man in critical. ferguson,How many weeks until police interview witnesses?,ferguson,query
250,500371547496796162,500348365746737152,oh please CNN cut the bullshit them dirty ass cops will say anything,what about the FBI,ferguson,comment
251,524929224260714499,524925050739490816,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa,omg hope !!!!!!,ottawashooting,comment
252,544330751991230465,544329935943237632,Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,how about paying your drivers extra to go into the cbd instead of forcing others to pay extra to travel into potential danger?,sydneysiege,comment
253,525009203187171329,525003468659228672,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting StandforCanada,That’s the photo tweeted this morning claiming to be of the soldier who was killed.,ottawashooting,comment
254,500300308145528832,500300092054974464,still unclear in the context of the shooting of an unarmed teen. But ok., is an ADULT,ferguson,comment
255,553512763906334722,553508241981046784,suggest you change 'martyr' themselves to 'kill themselves' in your TV news text - don't dignify them,well said! The media can help here.,charliehebdo,support
256,552808047643729920,552806757672964097,"UPDATE:  now confirmed dead in CharlieHebdo attack in Paris, is reporting. Story: (AP)","“USATODAY:  now confirmed dead in CharlieHebdo attack in Paris, is reporting: (AP)",charliehebdo,support
257,525404874796961794,525020978485940226,"hi, where did you source this pic?",?????? whatsthesource,ottawashooting,query
258,553531413459660800,None,,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,charliehebdo,support
259,553587974680875008,553587672137334785,AFP: suspected CharlieHebdo gunmen have been killed,good thats a start,charliehebdo,query
260,500378624113909760,500365775128248320,"“ComplexMag: In , Ferguson police beat a man and charged him for bleeding on them: read this",I saw this....Its impressive how bold their police are,ferguson,comment
261,500444523039039488,500298752469770240,Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. Ferguson MikeBrown,And they think we're buying this bullshit!,ferguson,comment
262,544486255921078272,544472543197818881,Racist shock jocks Jones &amp; Hadley have sent more angry young men into arms of Daesh than anybody!,Lol tell us another !,sydneysiege,comment
263,552810426422267904,552810175049244672,CH mocks all religions. Only one replies with assault rifles. + there were policement there. Killed too.,There is no excuse - it is unacceptable always - we know in America how it feels,charliehebdo,comment
264,544497329920036865,544409231110443008,if you're part of the establishment then you're part of the problem. CUNT,"Hilarious! A cunt like you can insult me, then block me so I can't respond? pussy",sydneysiege,deny
265,544517553427865601,544517264054423552,BREAKING: Police have confirmed that the SydneySiege is over. News,"“NewsSyd: BREAKING: Police have confirmed that the SydneySiege is over. News” so glad to hear, this was unreal!",sydneysiege,comment
266,544297460936753152,544282005941530624,Hostages in Sydney cafe made to hold up Islamic flags,Pigs,sydneysiege,comment
267,552989544589430784,552984502063337472,UPDATE Three men including two brothers identified in France newspaper attack: source JeSuisCharlie CharlieHebdo,“AFP: UPDATE Three men including two brothers identified in France newspaper attack: source CharlieHebdo”,charliehebdo,deny
268,500297133841731585,500286058664579072,Update: Ferguson police release stills from convenience store footage showing robbery,Wow!,ferguson,comment
269,525032985738084352,525025279803424768,The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of HamOnt ottawashooting,my condolences go out to your family,ottawashooting,comment
270,498440508256292864,498430783699554305,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. Ferguson,These responses explain why thiskeeps happening. Too many white men hate black men. Sad.,ferguson,comment
271,521371742942797825,521371539082858496,ele tá com ebola,DEUS E MAIS E SEROO ISSO?,ebola-essien,comment
272,544309593916989440,544308940024971265,just curious: does 'evacuate' mean leave country or city/area? Do you know?,"The country would be safer, for us that is.",sydneysiege,comment
273,553587040886206466,553586860334010368,CharlieHebdo killers shot dead by police,"No confirmation yet, but hopefully good news",charliehebdo,comment
274,544293753130082305,None,,DETAILS: The hostage site is Lindt Chocolat Cafe near Sydney Harbor,sydneysiege,support
275,553589786775412737,553587672137334785,AFP: suspected CharlieHebdo gunmen have been killed,“SkyNewsBreak: AFP: suspected CharlieHebdo gunmen have been killed”nevsinmengu,charliehebdo,comment
276,500292093487886336,500289773525671936,More like why was DarrenWilson trying to pull MikeBrown into police car thru the window?,A good question. I still think the cop was on drugs and hallucinating.,ferguson,comment
277,500324845427916800,500324564237578240,"legally speaking , yeah he was.",legally speaking it doesn't matter. the question of reasonable fear is at issue + the krauts were definitely afraid of my grandpa.,ferguson,deny
278,544298655336136704,544297696308518912,"UPDATE:  people being held hostage in Sydney shop, Opera House evacuated after suspicious package found: reports",Cover the damn story.,sydneysiege,comment
279,544282252302381056,544278985249550337,Geoblock lifted on ABCNews. Streaming coverage of the Martin Place siege in Sydney here,"the more coverage there is the more worried I am its giving these people what they want, and the situation a bad end.",sydneysiege,comment
280,500283973239865345,500280838710247424,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in Ferguson","“DIANAZOGA: Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in Ferguson” VictimOnTrial",ferguson,support
281,544290755624198144,544288681021145090,Up to  held hostage in Sydney Lindt Cafe siege,,sydneysiege,comment
282,524961799641526273,524960305466466304,One shooter is dead. Shot by the Sargent at Arms.,BBC saying indications of more than one gunman. :(,ottawashooting,comment
283,499688811300151297,499612545909415938,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson",There's no $$ in it for them.,ferguson,comment
284,553557332261490688,553544252563935234,BREAKING: At least  killed in Paris hostage situation via,“FoxNews: BREAKING: At least  killed in Paris hostage situation via when will the craziness end? ,charliehebdo,support
285,500400890126155777,500400101097889792,"Yeah, I would totally expect a kid that's been shot to run away, get shot again, and decide to charge.",Has that info came out yet?,ferguson,query
286,500285250791288832,500280838710247424,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in Ferguson","whitesupremacy attacks victim, leaves perp unexamined nojusticenopeace",ferguson,comment
287,544301820865429506,544291804057960448,FIRST PHOTOS: Hostage pressed against a window. SydneySiege,Via FIRST PHOTOS: Hostage pressed against a window. SydneySiege,sydneysiege,support
288,499641023950512128,499612545909415938,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson","cops kill too many Americans, black &amp; white. While i reject the race baiting the left is doing this is still wrong",ferguson,comment
289,544294473292079104,544293997825777664,"Evacuate the city, asap! We do not know if he acts on his own yet he threatens he has devices all over Sydney.",well...you're just a silly paranoid fuck now aren't you,sydneysiege,support
290,553590835850514433,None,,"Hostage-taker in supermarket siege killed, reports say. ParisAttacks",charliehebdo,support
291,544314234541469696,None,,Uber intros surge pricing in downtown Sydney during hostage siege,sydneysiege,support
292,544288050810216448,544286041155571712,“SkyNews: Live Updates: Siege in Sydney Cafe,"just seen it, jeez :/",sydneysiege,comment
293,500294835559866371,500292264909107200,And at least Barney Fife would have been HONEST from the first hour.,and his bullet would have been harmlessly in his pocket. Ferguson,ferguson,comment
294,500365432902393859,500363740311982081,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. ferguson,"so quit talking about a robbery, stick to the subject",ferguson,comment
295,500379064146751490,500378223977721856,"Oh. So NOW the Ferguson police chief says the cop didn't know about the robbery when he stopped MikeBrown. The kid was ""jaywalking""? BS!",It's a conniving way to do a smear campaign. Darren Wilson is a cold-blooded murderer. JusticeForMikeBrown Ferguson,ferguson,comment
296,500377145349521411,None,,to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. Ferguson,ferguson,support
297,544270541725511680,544269749405097984,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place,"That sure looks like an ISIS flag to me! You bastards, don't bring your filthy terror religion to my country!",sydneysiege,comment
298,524944416721862656,524941132237910016,Here's that dramatic video via of shots fired inside parliament building: Ottawa shooting,why does this idiot think it's ok to follow the police during a armed man hunt?,ottawashooting,comment
299,500288271650684928,500286058664579072,Update: Ferguson police release stills from convenience store footage showing robbery,JUSTICE FOR THE POLICE DEPT. they were doing their job &amp; protecting your sorry butts.,ferguson,comment
300,500323321519800321,500322706760691712,"strongly agree. I know policing is a terribly high-stress job, but most people are not criminals.",Perhaps they need to alter/improve their training.,ferguson,support
301,500478509366915072,500476059880816640,Incorrect. Was on sick person call &amp; then driving came across Brown &amp; friend walking &amp; asked they get off the road,i relistened to the press conf &amp; ur right i was wrong,ferguson,comment
302,552814812363620352,552814494381256704,UPDATE: CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer,“SputnikInt: UPDATE: CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer,charliehebdo,comment
303,500313920301588480,500310883684208640,They are releasing irrelevant info that doesn't affect the case of Michael Brown's shooting,They can't tie the two together cause they are separate issues. Releasing at different times puts distance between them.,ferguson,comment
304,552835091714416640,552834961762709505,Paris Manhunt:  CharlieHebdo attackers with AK- rifles &amp; reportedly rocket-propelled grenade still at large,now that is better grammar,charliehebdo,comment
305,500327120770301952,None,,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. Ferguson,ferguson,support
306,553536816238710784,553474188259102720,"BREAKING: Shots fired, hostages taken in manhunt for CharlieHebdo attackers, police say",they were well known by the French/ why didn't they do anything??? then,charliehebdo,query
307,553490860369653761,553489393202499584,Paris Murder Suspects Cornered with Hostage,"NM - Sends electric waves to girls and threaten them, sends drug in my body and clumps my chest though radioactivity???????",charliehebdo,comment
308,499612832363581440,499612545909415938,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson",immortalconsciousness WuWednesday TupacTuesday,ferguson,comment
309,525006759807967232,525003468659228672,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting StandforCanada,Apparently a hoax. Best to take Tweet down.,ottawashooting,deny
310,525007273832497154,525003468659228672,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting StandforCanada,Not a hoax. This is before the shooting,ottawashooting,comment
311,553534838880608256,None,,BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,charliehebdo,support
312,524926310565814272,524925050739490816,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa,“CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa Be safe out there folks in Uniform,ottawashooting,comment
313,544510279694823424,544504183341064192,"Escaped SydneySiege hostage, Elly Chen, a top student and skilled sportswoman",Sydneysiege selfies,sydneysiege,comment
314,544306124124860416,544293753130082305,DETAILS: The hostage site is Lindt Chocolat Cafe near Sydney Harbor,get on that one,sydneysiege,comment
315,525014151161081856,524935834941001728,so.. Instead of helping you took a picture for profit?,"I agree Tyler, have some respect.That man shot is servicing your country and all you want to do is snap a pic.Pity you!",ottawashooting,comment
316,544519563308580864,544518335019229184,BREAKING: At least two people have died following the SydneySiege.  people are being treated by paramedics.,noooooo :(((,sydneysiege,comment
317,524924021608284160,524923676484177920,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn cdnpoli,any updates?,ottawashooting,query
318,500315069142405120,500301956989349888,"Wait, so why didn't we shoot down the ARMED (white) men who shot up theaters and schools?","um, they killed themself. whendumbpeopletweet",ferguson,comment
319,500405868244910081,500405661864566784,that's an account FROM THE STL CO POLICE CHIEF,"I blocked him, so you can leave me off the tweets. I won't see them, gives you more characters.",ferguson,query
320,524940069942358016,524937966615920640,",, square mile gun-free zone... | MT ""More shots fired just off Parliament Hill..."" gunowners",psst. Guns aren't banned in Canada. educateYourself,ottawashooting,comment
321,544344866285576193,544343890086469632,"wow, what an asinine remark. They went for a PR scoop and fucked it, now they're scrambling to fix it. Seems smart",Listen up dum-dum. They ARE paying the drivers more. Reading is a skill.,sydneysiege,comment
322,500270734934282240,500258409988763649,"Name of Ferguson cop is expected to be released by  ET, police chief says: (J.B. Forbes, AP)",like holding back zombies,ferguson,comment
323,544291860425232384,544288681021145090,Up to  held hostage in Sydney Lindt Cafe siege,Religion is nothing but harmful to society.,sydneysiege,comment
324,500358464325947393,500357701827039232,oh please even if he jacked the cop up they have other weapons besides a gun,"So if someone was coming at you and beating the fuck out of you threating your life, you wouldnt shoot them if you could?",ferguson,query
325,529687410611728384,None,,Is it true? Prince rumoured to be performing surprise show in Toronto,prince-toronto,comment
326,500478671451586560,500476059880816640,Incorrect. Was on sick person call &amp; then driving came across Brown &amp; friend walking &amp; asked they get off the road,seems like theres soo much about this case it gets confusing yet there isnt enough info??,ferguson,support
327,544367318193930240,544352727971954690,"Local media:  people appear to escape from Martin Place, Sydney, café, amid hostage situation -",ISIS flag also shown! These sub-humans kept their word! religionofpeace they murder rape bomb all non believers of allah!,sydneysiege,comment
328,525053884029763585,525049639016615937,This is the soldier who died today at the Ottawa War Memorial. His name is Cpl. Nathan Cirillo. RIP OttawaStrong,"So very sad. Thoughts and prayers for his wife, young son and family that are grieving at this sad, sad time.",ottawashooting,comment
329,500297800354377730,500290456845299714,Here's the police report. Somehow Ferguson cops valued a box of Swishers at nearly $. Time to stop smokin I guess,So there are already two different charges! And none of them shows Michael Browns name!!!,ferguson,comment
330,544311848615432194,544310853613281281,The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,“NewsSydney: The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,sydneysiege,support
331,500319675797209088,None,,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. mikebrown ferguson",ferguson,support
332,525032806288601088,525023025792835585,RIPNathanCirillo RT Soldier killed at war memorial identified as Cpl. Nathan Cirillo OttawaShooting,"Rest in Peace, Cpl Cirillo. Prayers for his famil.",ottawashooting,comment
333,553203171674181634,553197863971610624,The last person killed in Charlie Hebdo attacks was Muslim police officer,"Just for the sake of good journalism, which one is it?",charliehebdo,query
334,524941965012795393,524931034329395200,very helpful why would you tweet that!!??,because canada doesnt fuck around with security,ottawashooting,comment
335,544342454938243072,544339122463453185,"No, it hasn't.",that's Britain! I still would prefer their homicide rates to yours,sydneysiege,comment
336,500460605686677504,500341884678836224,"Hobby Lobby asks Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",so bad...,ferguson,comment
337,553577721939251201,553576010898497536,Breaking: Gunman at Paris store threatens to kill hostages if CharlieHebdo suspects are harmed.,how would they know if they are harmed or not? Is there some kind of communication between the suspects?,charliehebdo,deny
338,500395360125464576,500394049501544449,Dorian Johnson just confirmed it was them. What now? blackdenial,"but reasonable doubt? Innocent until proven guilt? Nah, fuck it, let's execute him",ferguson,comment
339,524971350881218560,524969201102901248,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,“CP: MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings Hero,ottawashooting,comment
340,553575232867672064,None,,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach:,charliehebdo,comment
341,524930854335053824,524929713014181890,So Canada's strict gun control policies have failed,you stupid fuck,ottawashooting,deny
342,500303880820117504,500303419027247104,lmap research before tweeting? pfft if anything this entire mess had showed research is the last thing people use,Anon has been pretty awful through this whole thing.,ferguson,support
343,553004470440058881,552996335319007233,"RT R.I.P. Ahmed Merabet, a French Muslim Cop, first victim of CharlieHebdo attack",R.I.P.,charliehebdo,comment
344,553560292635189248,553559162018611201,It is a separate incident but the same terrorist cell?,That's what the police are saying. I meant 'separate' as in different guys to the ones that did Charlie Hebdo attack.,charliehebdo,comment
345,544317774495875072,544315887491117058,in less than  hrs his headband will really be telling the tuuth..LOL!,LOL,sydneysiege,comment
346,500407281486663680,500406892644937728,They didn't say who fired the shots in the car. The fact is we've only heard one side.,there's a difference between an open mind and an empty one,ferguson,comment
347,553693040649334785,553505242554175489,"Suspects in CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP.",Certainly not matyres - sorry no thousands of virgins waiting for them just fire and brimstone.,charliehebdo,comment
348,525022456059547648,525019752507658240,"ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead OttawaShooting suspect. Canada",What media account did you get this photo from? What is your confirmation that this is the guy? DM me please,ottawashooting,query
349,544414074906222593,544271069146656768,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display News,This is not true. As you have made a lot of Tweets you may have forgotten this one. Do the right thing and remove it.,sydneysiege,deny
350,525030609757151232,524929497205055488,Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least  injured -,I'm guessing Obama will probably apologize to the terrorists on Canada's behalf.,ottawashooting,support
351,524970408479850496,524969433308340224,"I think that what they are doing around the world is ""sensational"". It's about time we matched it.","more than anything we need sobriety, not sensationalism. terror Canada cbc parliament harper war peace",ottawashooting,comment
352,544277972597755904,544277117039837184,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (liztilley),So it's not ISIS but Islam in general. Much better... leftards better think up a new word islamaphobia,sydneysiege,comment
353,500318081617367040,500317948393701376,.jashsf I've been in Ferguson Market and it looks exactly like where the alleged robber was standing.,thanks. Now we need a pic of what michael brown was wearing to refute the video.,ferguson,query
354,552816726144864258,552816281737363458,BS. NO other religion teaches that it's great to kill everyone else for whatever stupid reason islamics do,yes because islam is true religion. They don't take Bullshit from fools like Charlie Have died.,charliehebdo,comment
355,553550000584540160,553549686129561600,UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in CharlieHebdo shooting - Reports,StopKillingInnocentPeople FreePalestine freeBurma FreeSyria FreeKashmir,charliehebdo,comment
356,524996070972358656,524995354539085826,True. But I hear there was a similar incident this past Monday. Is that correct? That makes me think its low level terrorism,"A soldier was intentionally hit by a car driven by a radicalized person, also not really confirmed yet.",ottawashooting,comment
357,544341522213134336,544340358717382656,"I never called uber PT. Everyone is having a go at Uber but not PT... We own it,we shouldn't have to pay in desperate times",U don't pay extra for PT at desperate . My apologies if I got the issue confused. I agree PT for everyone regardless of class.,sydneysiege,comment
358,552806316855799808,552805488631758849,"At least  killed in today's attack on satirical magazine CharlieHebdo in Paris, official says.","Western leaders created terrorists with various Arabic ""springs"" by mercenaries jihadists.It was INEVITABLE to go west.",charliehebdo,comment
359,524928355016396800,524926472432410625,"One person shot outside Centre Block, a second wounded inside the building in Parliament Hill shooting","When will Canadians wake up and realize this war on the Islamist rapist slavers is no game, no joke. Arrest them NOW !!!",ottawashooting,comment
360,544452319904272385,544358533819420672,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. sydneyseige,O Lord Save All Hostages in Sydney &amp; Turn Militants  Righteous Ways MSGTheFilm ,sydneysiege,support
361,552804602702475265,552802654641225728,Charlie Hebdo shooting latest:  dead and gunmen still at large,good,charliehebdo,comment
362,544309574107693056,544309275141885952,Approximately  hostages may be held captive at Lindt café – local reports sydneysiege,I thought it was only  from the beginning,sydneysiege,comment
363,554247300738854912,553531413459660800,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,really sad situation,charliehebdo,support
364,553486598328041472,553486439129038848,BREAKING: French police tell AP suspects in CharlieHebdo attack have taken a hostage northeast of Paris.,French Police have closed Charles de Gaulle airport flights being diverted airport is near Dammartin-en-Goel,charliehebdo,comment
365,544345462564999169,544330413607755776,another Israeli false flag operation? This is what Abbott had been PRAYING for.,People like you and these things that you say are what keep people like me (the establishment) laughing,sydneysiege,support
366,552816063369326592,552814605115064323,u r not getting my point -monsters must be penalized. But entire society need to be responsible and not provoke monsters,infidels that r breathing offends these monsters. Freedom offends them.,charliehebdo,comment
367,525046262467293184,525023025792835585,RIPNathanCirillo RT Soldier killed at war memorial identified as Cpl. Nathan Cirillo OttawaShooting,Prayers &amp; hugs to his family. RIPNathanCirillo,ottawashooting,comment
368,553203187533230080,553197863971610624,The last person killed in Charlie Hebdo attacks was Muslim police officer,blast this..,charliehebdo,comment
369,500398105162821634,500378499891605505,So what? The police still have to work within the confines of the law even if others do not.,police are humans too and when confronted with that situation no training is perfect to predict a response,ferguson,comment
370,500281543823458304,500278045597368320,URGENT: Darren Wilson is the police officer who shot Mike Brown Ferguson,excuses coming thick &amp; fast next,ferguson,comment
371,544300909035937793,544297696308518912,"UPDATE:  people being held hostage in Sydney shop, Opera House evacuated after suspicious package found: reports",Thanks Diane Feinstein and Obama for releasing our CIA report. Now ISIS is more bolden.,sydneysiege,comment
372,544520376722927616,544518335019229184,BREAKING: At least two people have died following the SydneySiege.  people are being treated by paramedics.,omg no,sydneysiege,comment
373,544391921506852865,544391380731441152,avnt they shot him yet,"it's crazy huh, they want to have a peaceful resolution then give him all the entitlements to make his life better ",sydneysiege,comment
374,552811563917123584,552811386259386370,At least  dead in the Paris shooting. Updated story and background info: CharlieHebdo,Islam. That's the only story and background info you need. Islam. CharlieHebdo,charliehebdo,support
375,544349387741495296,544345462564999169,People like you and these things that you say are what keep people like me (the establishment) laughing,;),sydneysiege,comment
376,524960426132791296,524959078229880832,there are times we shld put our stupidness aside nd be feel bad fr wats happening at the moment...!!!!,"what's stupid is we are at war but moan when it's on our own soil now they are using chemicals so it's WHEN, BEWARE",ottawashooting,comment
377,544511199702822913,None,,POLICE MOVE IN: Police confirm live ammunition used in Martin Place sydneysiege,sydneysiege,support
378,553516393791238145,553512735192141826,Update - AFP: an unnamed police source says the killing of the policewoman in Paris on Thursday is linked to the CharlieHebdo attack,"at least it hasn't been forgotten... there's been so little coverage, no mention of finding the shooter that escaped!!",charliehebdo,comment
379,499533154219474944,499532946412687360,"when u spew racism,hate of us blks&amp;Potus u shw slvs","they just went aft Potus,Flotus&amp;fam  going on vacation lk whites do daily",ferguson,comment
380,544520377162952704,544520273718812672,Police confirm that sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds,:(,sydneysiege,comment
381,544330788201050113,544328894812549121,"SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with Abbott’ – report",Deep inside sydneysiege story was this ➤,sydneysiege,comment
382,524940813089144833,524935320786456578,"I would like to be paid for it, on account of being a journalist.",...seriously?! You're trying to profit from this? Think about it...,ottawashooting,comment
383,553583385005006850,553575232867672064,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach:,"""JE SUIS CHARLES"" Wonder about the limits and rights ... destruction and death. Or is that blood man should drink to quench your maldad.",charliehebdo,comment
