,parent_tweet,id,classification
1070,"Currently the FoxNews website has zero, repeat, ZERO coverage of the Ferguson protests, probably due to lack of cowboy hats.",499427932935180289,comment
1071,Shoving a clerk means you'll take on a police officer with a gun? SoundLogic YesThisIsSarcasm MikeBrown,500399953295208448,comment
1072,The cops can't spin this unlawful shooting try as they may. Police Dept. credibility ruined with Ferguson community.,500298040511451136,support
1073,RIPNathanCirillo RT Soldier killed at war memorial identified as Cpl. Nathan Cirillo OttawaShooting,525025735338381313,comment
1074,there has been zero confirmation that gunman is down. Maybe let news outlets on scene handle the reporting.,524940223160287232,support
1075,I'm not buying the bullshit that there's good Muslims. The Islamic religion is fucking evil.,553008182050947072,comment
1076,"cool! Darkskinned man is a crime element in your village?? So, why obama is alive yet???",498456361286795265,comment
1077,,524964503579262976,comment
1078,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill cdnpoli.,524931034329395200,deny
1079,"Haron Monis,Hostage-taker in Sydney: Fled Iran ,suspect in ex-wife killing, sex assaults",544519105026719744,support
1080,"According to Seven, this is a picture of the gunman",544292184476758016,query
1081,BREAKING freed hostage borne high from sydneysiege w/c. paramedic teams on the scene ( carsonscottLI,544514837301043200,comment
1082,"what's stupid is we are at war but moan when it's on our own soil now they are using chemicals so it's WHEN, BEWARE",524961283523612673,comment
1083,"no, radical Muslim extremists are making us victims.",524971522126270464,comment
1084,Geoblock lifted on ABCNews. Streaming coverage of the Martin Place siege in Sydney here,544282314931707904,comment
1085,"Indicate? If he was a suspect why did the police stop his car next to him and tell him to ""get the fck on the sidewalk"" ?",500291543631429632,deny
1086,Central Sydney shut down by police amid ongoing hostage situation:,544290355068166146,support
1087,from the same cops and government who tell us that cancer-curing marijuana is evil.,524971151693729792,comment
1088,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500390243716304896,comment
1089,The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,544323425993371649,comment
1090,"BREAKING NEWS: According to documents released to the press, MikeBrown was connected to an earlier robbery Ferguson",500281475141357568,deny
1091,"Several more hostages flee from cafe under siege in Sydney, local media say",544511082472415232,comment
1092,you guys don't realize that harder is a snake and your lives are at stake because of him,524972276345622528,comment
1093,the st has been on for h and the second for hrs,553568091980824576,comment
1094,"UPDATE: Hostages fleeing Sydney cafe held by Iranian gunman as explosions, gunshots are heard:",544514139784478720,comment
1095,So I guess you are saying it is no big deal for cops to kill unarmed black kids??? WTF.,499690552821284864,query
1096,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in Ferguson",500284524971188224,comment
1097,BREAKING Charlie Hebdo latest:  dead  wounded (five critical) two gunmen unaccounted for,552800910670569472,comment
1098,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window -",544275772416880640,comment
1099,"Map shows industrial estate where  CharlieHebdo suspects are holed up, surrounded by police",553507344932294657,comment
1100,Soldier shot at National War Memorial in Ottawa cdnpoli hw,524930594464362496,support
1101,"That was very ""SLICK"" of the Police Chief to create a narrative that MikeBrown was a ""suspect"" in a robbery! Ferguson",500280140560338944,support
1102,Police confirm that sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds,544520507580628992,comment
1103,"I hate this. I hate that artists, journalists and funny people are killed in hate's name.",552812099294863362,comment
1104,It is. I'm calling out this shit media every time now. I had the reaction everyone did when they saw Trayvon's pic.,500323593805660160,support
1105,Breaking: Gunman at Paris store threatens to kill hostages if CharlieHebdo suspects are harmed.,553577770983645186,support
1106,For Only $ You Can Buy K Followers,544352859773755392,deny
1107,"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog:",525061628078067712,comment
1108,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson",499919010625253376,comment
1109,look at the shoes,500297892511633408,comment
1110,Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around sydneysiege debunked.,544470190768279553,deny
1111,UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in CharlieHebdo shooting - Reports,553555141731700737,comment
1112,"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated""",544320124069879809,deny
1113,"Hostage-taker at Paris store demands release of KouachiBrothers, police union spokesman says.",553580255647399936,comment
1114,whose mike smith ?,500401161732886529,comment
1115,This peaceful resolution shit just resulted in dead and wounded hostages,544522356354740224,comment
1116,"ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead OttawaShooting suspect. Canada",525022674599555072,query
1117,Watch video showing gunfire inside Canada's parliament in Ottawa,524954368324288512,deny
1118,You two should get together and have the world's stupidest baby.,544346603520135168,query
1119,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists Ferguson",500336087613464577,comment
1120,"“TheRoot: The day Ferguson cops told a dirty, bloody lie (via",500322285883228162,comment
1121,NHL cancels tonight's game between Ottawa and Toronto due to today's shootings. Senators were to host Maple Leafs.,524976564405276672,support
1122,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson",499620018951561217,comment
1123,"UPDATE: Hostages fleeing Sydney cafe held by Iranian gunman as explosions, gunshots are heard:",544515366924591104,comment
1124,Line of police cars with high beams on greets anyone trying to enter Ferguson. It's shut down. No media allowed.,499628894714986497,comment
1125,what is happening in Canada? sad,524927906481721345,comment
1126,Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates,552795016725532672,comment
1127,"Local media:  people appear to escape from Martin Place, Sydney, café, amid hostage situation -",544352796523651073,comment
1128,- FORTY SIX?!,544517034554707968,comment
1129,"That is the point, dummy. Lots of drivers signing up for Uber. They are smarter than you. So help out and shut it",544344771796295680,deny
1130,Sometimes I hate MSM so much,544759066950524928,comment
1131,"Store owner told Monday that there was a theft, but said it was not MichaelBrown; said it was someone else Ferguson",500393935223533569,query
1132,"Question for Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE",500286604129619969,query
1133,"Currently the FoxNews website has zero, repeat, ZERO coverage of the Ferguson protests, probably due to lack of cowboy hats.",499434486804000768,comment
1134,Hoppla! Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino,576336711376056320,comment
1135,"People act like he was shot because he was black, but if it was a white kid or a black cop no one would care.",500357390299308032,comment
1136,"I'm not a religious person either, but u slammed  billion ppl. All fanaticism is evil.",553009507186393088,comment
1137,"Hostage-taker in supermarket siege killed, reports say. ParisAttacks",553590931866521602,comment
1138,"According to Seven, this is a picture of the gunman",544292535565180928,comment
1139,"UPDATE:  now confirmed dead in CharlieHebdo attack in Paris, is reporting. Story: (AP)",552807311191048193,support
1140,Hope they smoked that Isis dickhead,544515072731914240,deny
1141,"Oh. So NOW the Ferguson police chief says the cop didn't know about the robbery when he stopped MikeBrown. The kid was ""jaywalking""? BS!",500378447597039617,query
1142,POLICE MOVE IN: Police confirm live ammunition used in Martin Place sydneysiege,544515223689117697,comment
1143,*Mutes Universe*,553550815940837376,query
1144,hope they die fuck canada,524988101966303233,comment
1145,it's also pretty upsetting that a kid was summarily executed for maybe stealing a pack of cigars.,500320602520293376,support
1146,Canada's parliament building locked down after shooting; at least one guard injured: Photo: AP,524972452464824320,support
1147,Central Sydney shut down by police amid ongoing hostage situation:,544299831054073856,support
1148,UPDATE: CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer,552814927829016577,comment
1149,RIPNathanCirillo RT Soldier killed at war memorial identified as Cpl. Nathan Cirillo OttawaShooting,525025685820030976,comment
1150,Prince is playing a secret show in Toronto tonight. I will also be playing a secret show tonight involving pizza &amp; netflix bingeing.,529661510369284096,comment
1151,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,553535680979427328,comment
1152,to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. Ferguson,500387923372425216,support
1153,This widely shared cartoon about the CharlieHebdo attack is actually by and not Banksy,553179390176419842,comment
1154,MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters.,524993836050042880,deny
1155,The company that owns this Cafe in Sydney refused the halal cert . Refuse halal and terrorists will target u.,544282274510811137,comment
1156,I just saw one of the videos here on here in the US.,544482919595511808,support
1157, CharlieHebdo cartoonists killed: - Charb - Cabu - Tignous - Georges Wolinski JeSuisCharlie,552824008379736064,comment
1158,"According to Seven, this is a picture of the gunman",544293007391207425,comment
1159,I haven't seen anyone say he was black. It is a somewhat common name.,500302632641396736,comment
1160,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" SydneySiege",544324739356188674,comment
1161,"BREAKING Hostages held inside Sydney cafe, Islamic flag held up",544279252028243968,deny
1162,".AkaDimiX B/c that's the obvious lie. Everything else theoretically could've happened. But ',  pound man is no ""kid"".",500387816015007744,deny
1163,any update on PA shooting?,544515987832188928,support
1164,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP,553602592828563456,support
1165,and oh my god the show already sold out in Toronto?!?! damn.,529550101925343233,support
1166,Approximately  hostages may be held captive at Lindt café – local reports sydneysiege,544310719965970432,deny
1167,"Gunman's headband reads, ""We are your soldiers O Muhammad"". MartinPlace SydneySiege",544342825799016448,comment
1168,kill all ISIS kill them all kill their families and kill all their love ones make them feel the pain,544287292538769409,comment
1169,"all the reactionaries learned this ""strong-arm"" phrase today.",500413925020934145,comment
1170,Green is the traditional colour. Presumptions are worthless,544279162866122755,comment
1171,Uber intros surge pricing in downtown Sydney during hostage siege,544314805021331456,comment
1172,mohamed would NOT approve of their action or the action of all those killing in the name of Iislam,544350207119732737,comment
1173,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. Ferguson,498454395248721920,comment
1174,BREAKING: A source confirms to CP that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls,525026071457300480,comment
1175,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson",499612667430977536,comment
1176,he had no reason to shoot an unarmed person u sound ignorant  enjoy ya day,500359336359518208,comment
1177,"IF Brown committed strong arm robbery is one thing,but cop response is still another entirely. No riots. Justice",500301396764532736,comment
1178,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (liztilley),544279000672387072,comment
1179,Very good on Putin coup by Three Scenarios For A Succession In Russia via,576830686713217024,deny
1180,New report indicates he is alive but obviously gravely injured. I'm not sure where New York Times got that.,524960914450415617,deny
1181,"It doesn't matter if you are police, gang, or neighborhood watch. Life means more.",501384325913665536,comment
1182,"CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports",552811541884858368,comment
1183,"Breaking: Two hostage situations in France are linked, Paris prosecutor says",553566214174556160,support
1184,BREAKING: Police have confirmed that the SydneySiege is over. News,544517684797267969,comment
1185,"If you don't think there is clear motive in fighting or fleeing from police after robbery, you are a fucking moron. Ferguson",500345018926645250,deny
1186,Sure but in how many years has this happened? This is extremely unusual.,524965532211351552,comment
1187,Police have surrounded this building where the suspected CharlieHebdo attackers are holed-up,553509365081456640,comment
1188,you managed to confirm before any other news outlet in Canada. Bravo.,524959735091847168,comment
1189,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson",499613890171662336,comment
1190,except molotov cocktails. Molotov cocktails justify snipers...,500327907114246148,support
1191,".coreybking - No narrative will justify actions after the d shot, MikeBrown surrendered, cop kept firing",500313643435954177,comment
1192,Very reliable source on Parliament Hill tells me the assailant has been killed. cdnpoli ottnews,524933622441476096,comment
1193,free speech. They made fun of everyone! Only islamics kill ppl for a joke. A cartoon. A little offense. No excuse,552815524741001217,comment
1194,Reports: CharlieHebdo suspects killed,553589124125323264,support
1195,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,524986956409614336,comment
1196,"Remarkably, despite the military-style police presence in Ferguson, a known killer was able to skip town",500442891102081024,comment
1197,hi Donna I think we are talking  different incidents now the quebec one is what I referred ,524961925239959552,query
1198,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida:,552858826043424768,support
1199,"IF Brown committed strong arm robbery is one thing,but cop response is still another entirely. No riots. Justice",500575438524407809,comment
1200,jet so many Muslims around the world are a problem how do you explain that?,544564201700614145,comment
1201,photography is his job? My whole issue was a man needed help. There are ways to help if you don't know cpr,524998898117779456,comment
1202,Update: Ferguson police release stills from convenience store footage showing robbery,500288027705741313,comment
1203,This widely shared cartoon about the CharlieHebdo attack is actually by and not Banksy,553171130757173249,comment
1204,"UPDATE:  people being held hostage in Sydney shop, Opera House evacuated after suspicious package found: reports",544300106212577280,comment
1205,"On Israeli TV, an Israeli woman speaks of her nephew,a mother with  month old baby, held hostage in the supermarket in Paris. JeSuisJuif",553559392604684288,comment
1206,BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources),553587367983194113,support
1207,BREAKING NEWS: At least  shots fired at Ottawa War Memorial. One soldier confirmed shot -,524926750506377216,comment
1208,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500390764518854656,comment
1209,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. mikebrown ferguson",500341644873723905,support
1210,Five Hostages Escape Sydney Cafe Siege — Live Updates From,544405715981307904,comment
1211,"Sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live",544513980195430400,comment
1212,Paramedics are currently carrying out a number of hostages in MartinPl. SydneySiege News,544513414023094272,support
1213,Darren Wilson is a six year veteran of the Ferguson Police and had no disciplinary actions against him.,500281906320404480,comment
1214,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida:,552848736897216513,query
1215,MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters.,524993314207305729,query
1216,SOURCE????,524967134339022848,support
1217,"RT R.I.P. Ahmed Merabet, a French Muslim Cop, first victim of CharlieHebdo attack",552997646076739585,comment
1218,"In , Ferguson police beat a man and charged him for bleeding on them:",500363247355457536,comment
1219,Uber trips out of the CBD today are free to help Sydneysiders get home safely. See,544350540717494272,comment
1220,", you pick a fight with people you better expect something in return , we use to be peacekeepers ,so be careful what you get",525013445184602112,comment
1221,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. CharlieHebdo",553186074311528448,comment
1222,BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,553587160088338432,support
1223,"BREAKING: Police enter Lindt cafe, hostages flee sydneysiege",544523414330167296,query
1224,"In , Ferguson police beat a man and charged him for bleeding on them:",500358331073318912,comment
1225,CBC news is reporting the gunman has been shot. Are you bitching at them also?,524957372369108993,comment
1226,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. Ferguson,500491967097479168,comment
1227,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa,524930352000036864,support
1228,Uber intros surge pricing in downtown Sydney during hostage siege,544316055670493184,comment
1229,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. CharlieHebdo",553185273639895040,comment
1230,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about  a.m. Man in critical. ferguson,499456558125023233,comment
1231,there is something really wrong with these people. Export them back.,544308681337106432,comment
1232,still extremely confusing. Why a CAFE in AUSTRALIA. It doesn't make sense,544277631990898688,support
1233,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500389858243006464,comment
1234,Reset.,576757065089159169,comment
1235,what freedom when you abuse a religion. These guys are freedom fighters for protecting Islam. Why no law protect religio,552815468252127232,comment
1236,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" SydneySiege",544324609424625665,deny
1237,"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.",524950200281202688,support
1238,Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. Ferguson MikeBrown,500303039589122049,comment
1239,there is something really wrong with these people. Export them back.,544296634767929344,comment
1240,Was Vladimir Putin netralized by an internal coup? Or maybe he's vacationing in Harper's closet: LookingForNarnia,577284294051123201,comment
1241,Prince rumoured to be performing in surprise show in Toronto,529655597114085376,query
1242,Did anyone think of comparing the clothes that MikeBrown was wearing when he was laying on the street to the security footage? Ferguson,500298046882988032,support
1243,"That was very ""SLICK"" of the Police Chief to create a narrative that MikeBrown was a ""suspect"" in a robbery! Ferguson",500279473187860480,comment
1244,Geoblock lifted on ABCNews. Streaming coverage of the Martin Place siege in Sydney here,544279390553530368,comment
1245,DETAILS: The hostage site is Lindt Chocolat Cafe near Sydney Harbor,544293997825777664,comment
1246,"This is shot that captures the sydneysiege: sheer terror/relief of escaped hostages, incredible work of",544383207420866560,comment
1247,WHY??? its not their country,524994366541398017,support
1248,followed you because of this,525882599294517248,comment
1249,it's a four hour flight from Vancouver to Toronto and I'm so tempted lol,529590746018754560,comment
1250,how do we know the guy isn't just pissed that he got fired or foreclosed on. Or his gf is cheating on him.,544315486465716225,deny
1251,A man believed to be the gunman filmed wearing a black headband inside the cafe,544306589252198400,comment
1252,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500394092484755458,comment
1253,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500395032718110721,comment
1254,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,553533391216582656,comment
1255,"wait, does 'higher rate' mean what is paying drivers? clarification",544347802428399616,query
1256,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded:",553538279073935360,comment
1257,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP,553592018270978049,support
1258,"um, they killed themself. whendumbpeopletweet",500317610228342784,comment
1259,"Ferguson PD charged HenryDavis w/ ""destruction of property"" for bleeding on their uniforms:",500379811974774784,comment
1260,"Oh. So NOW the Ferguson police chief says the cop didn't know about the robbery when he stopped MikeBrown. The kid was ""jaywalking""? BS!",500385105337417728,query
1261,"Escaped SydneySiege hostage, Elly Chen, a top student and skilled sportswoman",544510767530524672,comment
1262,There are several witnesses. They don't all know each other and they're all saying the same things.,500381784425512960,comment
1263,In what world do you let a cop who killed someone leave town? Ferguson,500374875253391360,comment
1264,Update - AFP: an unnamed police source says the killing of the policewoman in Paris on Thursday is linked to the CharlieHebdo attack,553514819085946881,deny
1265,"In , Ferguson police beat a man and charged him for bleeding on them:",500356419921510400,comment
1266,CharlieHebdo killers shot dead by police,553587188500529152,comment
1267,Stills from eyewitness video show two CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man,552839062483369984,comment
1268,BREAKING: Police have confirmed that the SydneySiege is over. News,544517911809761281,comment
1269,"On Israeli TV, an Israeli woman speaks of her nephew,a mother with  month old baby, held hostage in the supermarket in Paris. JeSuisJuif",553560647305560064,comment
1270,These responses explain why thiskeeps happening. Too many white men hate black men. Sad.,498448178270990336,comment
1271,Central Sydney shut down by police amid ongoing hostage situation:,544293285670694912,comment
1272,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place,544272498238304256,comment
1273,not necessarily. but it might show a particular disposition towards authority figures.,500698326720086017,query
1274,Geoblock lifted on ABCNews. Streaming coverage of the Martin Place siege in Sydney here,544281932406599681,comment
1275,"(TheDailyEdge :'Darren Wilson, FergusonMO. (cop) who shot MikeBrown reportedly skipped town with his family days ago.'",500703436103753728,comment
1276,Update: Ferguson police release stills from convenience store footage showing robbery,500293069947015168,deny
1277,"well if murder, pedophilia &amp; hate is ur true religion, then u deserve the hatred &amp; offense u get! Done w/u",552817984524152832,comment
1278,"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated""",544321318011678720,comment
1279,They don't know whether or not he has a booby trapped bomb attached to his person. EasyToCriticise,544480107872915456,comment
1280, CharlieHebdo cartoonists killed: - Charb - Cabu - Tignous - Georges Wolinski JeSuisCharlie,552823713876303872,comment
1281,"In , Ferguson police beat a man and charged him for bleeding on them:",500355125517361153,comment
1282,Did anyone think of comparing the clothes that MikeBrown was wearing when he was laying on the street to the security footage? Ferguson,500289001446588417,support
1283,"RT R.I.P. Ahmed Merabet, a French Muslim Cop, first victim of CharlieHebdo attack",553042679412436992,comment
1284,Report: Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in ,500384255814299648,deny
1285,Reports: CharlieHebdo suspects killed,553588869409832960,comment
1286,What do you pay your drivers?,544341043764686849,support
1287,bad. They should have been captured alive for a proper trial.,553591222456291328,support
1288,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about  a.m. Man in critical. ferguson,499456892595613696,comment
1289,"word, took a bullet for some swishers -.- we'll never know the whole story though",500356119932719104,comment
1290,URGENT: Darren Wilson is the police officer who shot Mike Brown Ferguson,500338161370034177,comment
1291,Police in Ferguson plan to release name of officer who shot unarmed teen Michael Brown:,500273321213456385,comment
1292,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida:,552857418062127104,support
1293,no they want to be martyrs they want to be killed it makes them Heroes to the other terrorists,553541311484014592,support
1294,At least  dead in the Paris shooting. Updated story and background info: CharlieHebdo,552813075133636608,comment
1295,Geoblock lifted on ABCNews. Streaming coverage of the Martin Place siege in Sydney here,544281192632053761,query
1296,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,524972839078985728,comment
1297,The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,544323119138103296,comment
1298,"France:  people dead after shooting at HQ of satirical weekly newspaper CharlieHebdo, according to witnesses",552785374507175936,comment
1299,Prince rumoured to be performing in surprise show in Toronto,529680820324560897,comment
1300,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window,544272859846045696,deny
1301,The last person killed in Charlie Hebdo attacks was Muslim police officer,553202633377599488,comment
1302,"Ok, so you get accounts from the community he lives in where people already have a distrust in police",500383616283975680,deny
1303,Putin reappears on TV amid claims he is unwell and under threat of coup,576517854268403713,support
1304,"Police confirm they are ""monitoring Facebook &amp; Twitter"" after reports hostages are tweeting from inside sydneysiege",544402353659838464,comment
1305,"Shooter still on loose after uniformed soldier shot at Ottawa's War Memorial, across road from Parliament. MP's being taken out of offices.",524928439678427136,comment
1306,also in the creation of the zionist state it was a norm for jews to dress up as muslims and bomb people,552900298516484098,comment
1307,"EXCUSE ME, WHERE'S MY INVITE (to the latter, duh)",529661727940431872,comment
1308,"BREAKING: At least  killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says.",552791567401238529,deny
1309,Liberals sent me and many more Canadian Soldiers to Afghanistan in the first place...,524971804096737280,comment
1310,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window -",544276699157135360,comment
1311,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500399784394764288,comment
1312,pedophiles is accepted in Judaism. Read torah. Who gave these fools right to make fun of Islam,552817735160176641,comment
1313,Not a comment. Stated gunman had been neutralized.Simply not true. Over k followers.Irresponsible.,524944658992865280,comment
1314,"exactly, because they are ""journalists"" and ""dems the rules"" Kelly is a ""comedic writer"" no rules. Go police journalists",524962953695858689,support
1315,"Map shows industrial estate where  CharlieHebdo suspects are holed up, surrounded by police",553508411178885121,comment
1316,In what world do you let a cop who killed someone leave town? Ferguson,500487734914723840,query
1317,"BREAKING: At least  killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says.",552794023258099713,comment
1318,Darren Wilson is a six year veteran of the Ferguson Police and had no disciplinary actions against him.,500289950735400961,comment
1319,The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,544322736806711296,support
1320,Police taking people out of Paris grocery where hostages were being held.,553588519848132609,comment
1321,"The day Ferguson cops told a dirty, bloody lie (via",501469191216840704,comment
1322,Right a tradgedy happening in France and you post this. This is the reason the world hates Islam.,553551156081745920,comment
1323,Any chance that's being said for fear of retribution?,500394000550215680,query
1324,"Police say shots fired at  Ottawa sites - National War Memorial, Parliament Hill, and now Rideau shopping centre",524956946605309952,deny
1325,"Haron Monis,Hostage-taker in Sydney: Fled Iran ,suspect in ex-wife killing, sex assaults",544516901297463296,comment
1326,"AFP reports there are  dead, and  hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",553552625724301314,support
1327,"In , Ferguson police beat a man and charged him for bleeding on them:",500382451324440576,comment
1328,He is innocent of any death penalty offense. Even if assault is involved.,500303993805889537,query
1329,"the chief said this am that cop was at a call for sick person, then got the call for store strong arm robbery",500476059880816640,support
1330,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn cdnpoli,524925154800181248,comment
1331,Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,544331663241908225,comment
1332,An -month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad.,553545251651342337,comment
1333,"This is shot that captures the sydneysiege: sheer terror/relief of escaped hostages, incredible work of",544381404331900928,comment
1334,BREAKING Rick Hughes at CBC Hamilton: The soldier who was shot in Ottawa Wednesday morning is a reservist serving in Hamilton,524963251181076481,comment
1335,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach:,553582539034464256,deny
1336,"Oh. So NOW the Ferguson police chief says the cop didn't know about the robbery when he stopped MikeBrown. The kid was ""jaywalking""? BS!",500385293103820800,support
1337,“onewaymule: I'm fascinated by Ray Hadley's role in sydneysiege. Genuine intermediary or opportunistic blowhard?” Door B,544482801392054272,comment
1338,TV channels have chosen not to show videos of hostages relaying sydneysiege gunman's demands.,544477084081733632,deny
1339,he just admitted on national TV that Michael Brown was racially profiled,500280380910751745,comment
1340,"On Israeli TV, an Israeli woman speaks of her nephew,a mother with  month old baby, held hostage in the supermarket in Paris. JeSuisJuif",553562157968031744,comment
1341,Hostages in Sydney cafe made to hold up Islamic flags,544297184712085504,comment
1342,“LePoint: CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.”,552808109551263744,comment
1343,go on shoot em again just to make sure,553592819622092800,comment
1344,UPDATE: Total of  people have been able to get out of Sydney cafe during hostage situation:,544375392996302849,support
1345,"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated""",544319992096112641,support
1346,"Hostage-taker in supermarket siege killed, reports say. ParisAttacks",553591307206422528,comment
1347,"Nearly k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? tcot ferguson",499991648232017920,comment
1348,cut the BS they wanted to surge price now back tracking,544425456351854592,support
1349,The last person killed in Charlie Hebdo attacks was Muslim police officer,553198499891007488,comment
1350,Uber trips out of the CBD today are free to help Sydneysiders get home safely. See,544349518532079616,comment
1351,TV channels have chosen not to show videos of hostages relaying sydneysiege gunman's demands.,544476993039785984,support
1352,Rural region of northern France searched in hunt for CharlieHebdo gunmen - latest updates,553496340580556800,comment
1353,Here's the police report. Somehow Ferguson cops valued a box of Swishers at nearly $. Time to stop smokin I guess,500297602231853057,query
1354,BREAKING Charlie Hebdo latest:  dead  wounded (five critical) two gunmen unaccounted for,552795993553764354,comment
1355,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists Ferguson",500306266691219456,support
1356,A man believed to be the gunman filmed wearing a black headband inside the cafe,544306128805724160,comment
1357,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (liztilley),544277721186979840,comment
